image number,alt,article_heading,article_url
image_1_1.jpg,"A hiker takes in the view in the Llangattock escarpment quarries looking towards Crickhowell, Wales.","‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
image_1_2.jpg,"People jump off the former quarry building at the Abereiddy blue lagoon as part of a coasteering experience, in Pembrokeshire, Wales.","‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
image_1_3.jpg,"A family canoe on a lake near Bengtsfors, Dalsland, Sweden.","‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
image_1_4.jpg,"The Blue Pool in Glen Rosa, Arran.","‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
image_1_5.jpg,"A performance by Italian singer Francesco de Gregori during the I Suoni delle Dolomiti, a series of open-air concerts in the Trentino mountains.","‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
image_1_6.jpg,"Divers snorkeling on coral table, holding a purple starfish on Ustica Island, Sicily, Italy.","‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
image_1_7.jpg,"A sea cave near the Bay of Laig at Cleadale on the Isle of Eigg, looking towards the Isle of Rum, Scotland.","‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
image_1_8.jpg,"A loggerhead sea turtle emerges above water for a gulp of air on Cephalonia, Greece.","‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
image_1_9.jpg,Tourists watch the stunning sunrise at Pico do Areeiro as the clouds surround part of the island of Madeira.,"‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
image_1_10.jpg,"Sierra de Aracena, Huelva, Andalucía, Spain.","‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
image_2_1.jpg,A seafront restaurant in Göcek.,Why Göcek makes the perfect Lycian base,https://www.theguardian.com/travel/article/2024/sep/08/gocek-turkey-at-sun-kissed-laid-back-best-lycian-coast
image_2_2.jpg,Map of Turkey showing Bodrum and Göcek,Why Göcek makes the perfect Lycian base,https://www.theguardian.com/travel/article/2024/sep/08/gocek-turkey-at-sun-kissed-laid-back-best-lycian-coast
image_2_3.jpg,Iztuzu beach near Dalyan.,Why Göcek makes the perfect Lycian base,https://www.theguardian.com/travel/article/2024/sep/08/gocek-turkey-at-sun-kissed-laid-back-best-lycian-coast
image_2_4.jpg,Göcek.,Why Göcek makes the perfect Lycian base,https://www.theguardian.com/travel/article/2024/sep/08/gocek-turkey-at-sun-kissed-laid-back-best-lycian-coast
image_2_5.jpg,Lycian rock tombs at Dalyan.,Why Göcek makes the perfect Lycian base,https://www.theguardian.com/travel/article/2024/sep/08/gocek-turkey-at-sun-kissed-laid-back-best-lycian-coast
image_4_1.jpg,Peak Sightseer open top bus by stone cottages,How I ‘bussed’ the myth that Derby is the UK’s worst short break destination,https://www.theguardian.com/travel/article/2024/aug/28/derby-uk-short-break-destination-buses
image_4_2.jpg,The driver tells me to take the Blue route tomorrow – ‘worth it for the view from Winnats Pass alone’,How I ‘bussed’ the myth that Derby is the UK’s worst short break destination,https://www.theguardian.com/travel/article/2024/aug/28/derby-uk-short-break-destination-buses
image_4_3.jpg,Small waterfalls and woodland in Padley Gorge.,How I ‘bussed’ the myth that Derby is the UK’s worst short break destination,https://www.theguardian.com/travel/article/2024/aug/28/derby-uk-short-break-destination-buses
image_4_4.jpg,"Museum of Making, Derby",How I ‘bussed’ the myth that Derby is the UK’s worst short break destination,https://www.theguardian.com/travel/article/2024/aug/28/derby-uk-short-break-destination-buses
image_5_1.jpg,A walker on one of the few cabled sections of the GR54 route in the Écrins national park. All photographs by David Lintern,‘The hike of a lifetime’ – a circuit of the Écrins national park,https://www.theguardian.com/travel/article/2024/sep/11/the-hike-of-a-lifetime-a-circuit-of-the-ecrins-national-park-in-france
image_5_2.jpg,leaving Le Bourg-d’Oisans at the start of the GR54,‘The hike of a lifetime’ – a circuit of the Écrins national park,https://www.theguardian.com/travel/article/2024/sep/11/the-hike-of-a-lifetime-a-circuit-of-the-ecrins-national-park-in-france
image_5_3.jpg,DLintern-4 - dusky evening light above the Village of la Grave,‘The hike of a lifetime’ – a circuit of the Écrins national park,https://www.theguardian.com/travel/article/2024/sep/11/the-hike-of-a-lifetime-a-circuit-of-the-ecrins-national-park-in-france
image_5_4.jpg,DLintern-13 - ToE signage south of the circuit,‘The hike of a lifetime’ – a circuit of the Écrins national park,https://www.theguardian.com/travel/article/2024/sep/11/the-hike-of-a-lifetime-a-circuit-of-the-ecrins-national-park-in-france
image_5_5.jpg,"DLintern-2 - at the Col St. George, with La Meije behind",‘The hike of a lifetime’ – a circuit of the Écrins national park,https://www.theguardian.com/travel/article/2024/sep/11/the-hike-of-a-lifetime-a-circuit-of-the-ecrins-national-park-in-france
image_5_6.jpg,DLintern-3 - A vertiginous viewpoint near le Chazelet,‘The hike of a lifetime’ – a circuit of the Écrins national park,https://www.theguardian.com/travel/article/2024/sep/11/the-hike-of-a-lifetime-a-circuit-of-the-ecrins-national-park-in-france
image_5_7.jpg,"DLintern-16 - Shepherd Aline Robert, western Ecrin",‘The hike of a lifetime’ – a circuit of the Écrins national park,https://www.theguardian.com/travel/article/2024/sep/11/the-hike-of-a-lifetime-a-circuit-of-the-ecrins-national-park-in-france
image_6_1.jpg,bay with multi-hued turquoise water,"A beach as it might have looked 1,000 years ago: Sardinia’s north-west peninsula",https://www.theguardian.com/travel/article/2024/sep/07/sardinia-italy-beaches-north-west-peninsula
image_6_2.jpg,sardinia map,"A beach as it might have looked 1,000 years ago: Sardinia’s north-west peninsula",https://www.theguardian.com/travel/article/2024/sep/07/sardinia-italy-beaches-north-west-peninsula
image_6_3.jpg,curved wild sandy beach with woods behind,"A beach as it might have looked 1,000 years ago: Sardinia’s north-west peninsula",https://www.theguardian.com/travel/article/2024/sep/07/sardinia-italy-beaches-north-west-peninsula
image_6_4.jpg,two white donkeys,"A beach as it might have looked 1,000 years ago: Sardinia’s north-west peninsula",https://www.theguardian.com/travel/article/2024/sep/07/sardinia-italy-beaches-north-west-peninsula
image_6_5.jpg,white walled compound with tiled roof,"A beach as it might have looked 1,000 years ago: Sardinia’s north-west peninsula",https://www.theguardian.com/travel/article/2024/sep/07/sardinia-italy-beaches-north-west-peninsula
image_6_6.jpg,Women in handmade traditional dress in Sennori.,"A beach as it might have looked 1,000 years ago: Sardinia’s north-west peninsula",https://www.theguardian.com/travel/article/2024/sep/07/sardinia-italy-beaches-north-west-peninsula
image_7_1.jpg,Nic Emery of Fifth Point Diving Centre by St Mary's Lighthouse during a regular Dive Against Debris.,Saving the seas one dive at a time in Northumberland,https://www.theguardian.com/travel/article/2024/sep/01/saving-the-seas-one-dive-at-a-time-in-northumberland
image_7_2.jpg,One of the 800 grey seals who call the Farne Islands home.,Saving the seas one dive at a time in Northumberland,https://www.theguardian.com/travel/article/2024/sep/01/saving-the-seas-one-dive-at-a-time-in-northumberland
image_7_3.jpg,"Trees at Tughall, Beadnell, Northumberland.",Saving the seas one dive at a time in Northumberland,https://www.theguardian.com/travel/article/2024/sep/01/saving-the-seas-one-dive-at-a-time-in-northumberland
image_7_4.jpg,"Anenomes, urchins, kelp, lobster, crab and dead mans fingers coral.",Saving the seas one dive at a time in Northumberland,https://www.theguardian.com/travel/article/2024/sep/01/saving-the-seas-one-dive-at-a-time-in-northumberland
image_8_1.jpg,"Andros, in Greece’s Cyclades islands.",‘There are empty sands even in high season’: your favourite island breaks in Europe,https://www.theguardian.com/travel/article/2024/aug/16/readers-favourite-island-breaks-in-europe
image_8_2.jpg,"The track from Harris Bay heading to Kinloch, Rum.",‘There are empty sands even in high season’: your favourite island breaks in Europe,https://www.theguardian.com/travel/article/2024/aug/16/readers-favourite-island-breaks-in-europe
image_8_3.jpg,"A view from the Old Light, Lundy",‘There are empty sands even in high season’: your favourite island breaks in Europe,https://www.theguardian.com/travel/article/2024/aug/16/readers-favourite-island-breaks-in-europe
image_8_4.jpg,Cottage in sun on Bardsey island,‘There are empty sands even in high season’: your favourite island breaks in Europe,https://www.theguardian.com/travel/article/2024/aug/16/readers-favourite-island-breaks-in-europe
image_8_5.jpg,Man diving in lake during vacation at sunset,‘There are empty sands even in high season’: your favourite island breaks in Europe,https://www.theguardian.com/travel/article/2024/aug/16/readers-favourite-island-breaks-in-europe
image_8_6.jpg,Korčula is a short ferry ride from Split.,‘There are empty sands even in high season’: your favourite island breaks in Europe,https://www.theguardian.com/travel/article/2024/aug/16/readers-favourite-island-breaks-in-europe
image_8_7.jpg,Aragonese Castle on Ischia.,‘There are empty sands even in high season’: your favourite island breaks in Europe,https://www.theguardian.com/travel/article/2024/aug/16/readers-favourite-island-breaks-in-europe
image_8_8.jpg,"Maslinica, Šolta.",‘There are empty sands even in high season’: your favourite island breaks in Europe,https://www.theguardian.com/travel/article/2024/aug/16/readers-favourite-island-breaks-in-europe
image_8_9.jpg,‘Empty sands even in high season’ on Ilha de Tavira.,‘There are empty sands even in high season’: your favourite island breaks in Europe,https://www.theguardian.com/travel/article/2024/aug/16/readers-favourite-island-breaks-in-europe
image_8_10.jpg,A walker on Ærø island.,‘There are empty sands even in high season’: your favourite island breaks in Europe,https://www.theguardian.com/travel/article/2024/aug/16/readers-favourite-island-breaks-in-europe
image_9_1.jpg,Corsica GR20 Feature,My hike on the hardest trail in Europe – Corsica’s GR20,https://www.theguardian.com/travel/2024/apr/10/my-hike-on-the-hardest-trail-in-europe-corsica-france-gr20
image_9_2.jpg,Paliri refuge on the final morning of the final day.,My hike on the hardest trail in Europe – Corsica’s GR20,https://www.theguardian.com/travel/2024/apr/10/my-hike-on-the-hardest-trail-in-europe-corsica-france-gr20
image_9_3.jpg,Walkers gathering for the final descent.,My hike on the hardest trail in Europe – Corsica’s GR20,https://www.theguardian.com/travel/2024/apr/10/my-hike-on-the-hardest-trail-in-europe-corsica-france-gr20
image_9_4.jpg,The art of pitching a tent on stony ground – rocks go through the tent peg loops to weight it down.,My hike on the hardest trail in Europe – Corsica’s GR20,https://www.theguardian.com/travel/2024/apr/10/my-hike-on-the-hardest-trail-in-europe-corsica-france-gr20
image_10_1.jpg,Eğirdir town and lake.,‘Turkey gave us one of the most exhilarating experiences of our lives’,https://www.theguardian.com/travel/article/2024/sep/06/turkey-readers-travel-tips
image_10_2.jpg,Ottoman architecture in Amasya.,‘Turkey gave us one of the most exhilarating experiences of our lives’,https://www.theguardian.com/travel/article/2024/sep/06/turkey-readers-travel-tips
image_10_3.jpg,There are no cars on Büyükada island.,‘Turkey gave us one of the most exhilarating experiences of our lives’,https://www.theguardian.com/travel/article/2024/sep/06/turkey-readers-travel-tips
image_10_4.jpg,In the centre of Afyon is a volcanic plug with a castle perched on top.,‘Turkey gave us one of the most exhilarating experiences of our lives’,https://www.theguardian.com/travel/article/2024/sep/06/turkey-readers-travel-tips
image_10_5.jpg,Turkish tea and rice pudding.,‘Turkey gave us one of the most exhilarating experiences of our lives’,https://www.theguardian.com/travel/article/2024/sep/06/turkey-readers-travel-tips
image_10_6.jpg,Çıralı beach,‘Turkey gave us one of the most exhilarating experiences of our lives’,https://www.theguardian.com/travel/article/2024/sep/06/turkey-readers-travel-tips
image_10_7.jpg,A waterfall at Turgut … perfect for a cooling dip.,‘Turkey gave us one of the most exhilarating experiences of our lives’,https://www.theguardian.com/travel/article/2024/sep/06/turkey-readers-travel-tips
image_10_8.jpg,There are a host of remains at Xanthos including theatres and a lighthouse.,‘Turkey gave us one of the most exhilarating experiences of our lives’,https://www.theguardian.com/travel/article/2024/sep/06/turkey-readers-travel-tips
image_10_9.jpg,Looking down on the Butterfly Valley beach.,‘Turkey gave us one of the most exhilarating experiences of our lives’,https://www.theguardian.com/travel/article/2024/sep/06/turkey-readers-travel-tips